freq_GHz,eta_output,eta_input_reflection,eta_dump,eta_all_external,active_return_loss_min_dB,matched_input_isolation_min_dB,output_path_amplitude_spread_dB,output_path_phase_spread_deg,reciprocity_error_max,singular_value_max,reference_eta_output,eta_output_error
9.5,0.7148714114797908,0.28504014468283384,4.7146724447244014e-05,0.999958702887072,5.261535435705568,13.369715226538668,0.042904223599488825,0.06762873099999207,1.0001424294655856e-12,1.0000218258782658,0.7312564000185137,-0.016384988538722833
9.55,0.6425994881312306,0.35728761685954535,5.4520075155856446e-05,0.9999416250659318,4.298081542945375,13.883564625755094,0.03550433839744041,0.17225879250000517,1.0000101993499778e-12,1.0000460700329799,0.6603271318624603,-0.017727643731229703
9.6,0.58617422401894,0.41376737330428753,5.720902919213892e-05,0.9999988063524197,3.6797011740518966,13.703335872787687,0.0188363555633318,0.2971495403999986,6.237550897772652e-14,1.000030742848989,0.6043607559831575,-0.01818653196421749
9.65,0.5452056809697783,0.4546921432862749,5.5607643215802504e-05,0.9999534318992689,3.2900998096386695,12.820602978881272,0.03266775366336363,0.35921850570000374,1.1108566701274075e-12,1.0000291362727978,0.5633330580147781,-0.018127377044999782
9.7,0.5183096836904783,0.48138080259048005,5.116764029105625e-05,0.9997416539212494,3.0619112429034914,11.616352182566501,0.0545104684346465,0.3570655559000005,1.1061916389855274e-11,1.0000971191779517,0.536100230809998,-0.017790547119519773
9.75,0.5041276182202608,0.4953790481398216,4.5483577275828103e-05,0.9995521499373582,2.955217973137256,10.446352389828187,0.07250663995177087,0.3063603477999989,1.0000935978820362e-12,1.0001315491320133,0.52142747338764,-0.017299855167379197
9.8,0.5017192986481086,0.4978005731312389,3.9686673995567723e-05,0.9995595584533431,2.9494547325620593,9.451706767499115,0.0852411749493999,0.22719667409999864,1.4884747214312374e-12,1.0001149163926577,0.5184085886686718,-0.016689290020563186
9.85,0.5106605091276667,0.4890427554145187,3.434967789078779e-05,0.9997376142200762,3.0394579949469707,8.651812614609206,0.09283299388366319,0.135636724605,1.490274376089406e-12,1.000097933730169,0.5265855011236183,-0.015924991995951654
9.9,0.5310030381356186,0.4688971568214245,2.9647987407119738e-05,0.9999298429444503,3.23288026551484,8.028346172392547,0.09602482151933613,0.05832783420000063,1.5055392743059136e-13,1.0000592439142286,0.5459205324640868,-0.014917494328468228
9.95,0.5631361067354698,0.43684286543757406,2.554148753926015e-05,1.0000045136605833,3.5495781598205522,7.55942488443078,0.09561787161104338,0.138976620299999,5.101987951249861e-14,1.0000169165240667,0.5766652070661857,-0.01352910033071597
10.0,0.6075091049990793,0.39241325538372174,2.189705680132741e-05,0.9999442574396026,4.023902653652251,7.2187894262098045,0.09224828895068679,0.22607789269999862,1.0957601871191575e-12,1.0000815901350841,0.6190984040994425,-0.011589299100363215
10.05,0.6641205040066075,0.335696688197652,1.8557712332576716e-05,0.9998357499165922,4.710871995586493,7.012141673856326,0.0863535352076574,0.30603177229999695,1.098324640131094e-12,1.0001164940430878,0.6730610583265829,-0.008940554319975424
10.1,0.7316684857845587,0.26810473487202147,1.538499776725696e-05,0.9997886056543475,5.6984067656739175,6.942705141856235,0.078216271741341,0.37752291349999756,1.0000551980809989e-12,1.0001056801723982,0.7372132972539078,-0.0055448114693491535
10.15,0.8063885365182024,0.19344230185634972,1.2297307656352144e-05,0.9998431356822086,7.121208138248333,7.016157314531752,0.06803049623525734,0.43891847830000064,1.0000718936771226e-12,1.0000643476915372,0.8080547482192668,-0.0016662117010644018
10.2,0.8810177759914484,0.11891440765737045,9.314695864427677e-06,0.9999414983446833,9.213667639062756,7.237533932732801,0.05596730690699028,0.48801804800001025,8.200890981299804e-12,1.0000334127043689,0.879080808226603,0.0019369677648454209
10.25,0.9449758589784266,0.055017541644990016,6.5993761888999e-06,0.9999999999996058,12.504245975246018,7.600207612601392,0.042233552076451734,0.521938997999992,2.235766914793698e-14,1.0000000000029854,0.9409398887785474,0.004035970199879224
